,,,,,,,,,"Normalized abundance",,,,,,,,,,"Raw abundance",,,,,,,,,,"Spectral counts",,,,,,,,,,
,,,,,,,,,"Condition 1",,,,,"Condition 2",,,,,"Condition 1",,,,,"Condition 2",,,,,"Condition 1",,,,,"Condition 2",,,,,"Tags"
"Accession","Peptide count","Peptides used for quantitation","Confidence score","Anova (p)","Max fold change","Highest mean condition","Lowest mean condition","Description","20130123_JC.1","20130123_JC.2","20130123_JC.3","20130123_JC.4","20130123_JC.5","20130123_JC.6","20130123_JC.7","20130123_JC.8","20130123_JC.9","20130123_JC.10","20130123_JC.1","20130123_JC.2","20130123_JC.3","20130123_JC.4","20130123_JC.5","20130123_JC.6","20130123_JC.7","20130123_JC.8","20130123_JC.9","20130123_JC.10","20130123_JC.1","20130123_JC.2","20130123_JC.3","20130123_JC.4","20130123_JC.5","20130123_JC.6","20130123_JC.7","20130123_JC.8","20130123_JC.9","20130123_JC.10","Anova p-value <= 0.05"
"YLR069C","10","5","210.52","3.77758252456672E-08","1.98195348514472","Condition 1","Condition 2","MEF1 SGDID:S000004059, Chr XII from 273915-271630, Genome Release 64-1-1, reverse complement, Verified ORF, """"Mitochondrial elongation factor involved in translational elongation""""","310208.711063083","326737.164676218","285028.919355768","307218.378045815","289359.357778253","146528.741053121","159591.719420455","145268.367518962","163277.67241535","151523.292794172","360112.757310555","385123.023899212","370470.166916656","372967.362298483","397097.623788308","126669.502191842","133642.064826303","145268.367518962","128894.980478201","153116.514691055","3","0","1","1","2","0","1","0","0","2",
"YIL070C","3","3","243.86","1.43791321294273E-07","3.76471812606357","Condition 1","Condition 2","MAM33 SGDID:S000001332, Chr IX from 231072-230272, Genome Release 64-1-1, reverse complement, Verified ORF, """"Acidic protein of the mitochondrial matrix involved in oxidative phosphorylation; related to the human complement receptor gC1q-R""""","1189763.25057024","943097.532861265","1150124.07941368","1020356.00519237","1417616.32592554","328656.461878703","326941.602237648","279082.990576668","298032.863203757","286910.394573329","1381163.42136662","1111623.08103928","1494889.22260346","1238726.310199","1945442.78364047","284113.206181271","273780.813687124","279082.990576668","235273.687554718","289927.17116687","1","2","2","1","1","0","1","0","1","1",
"YDR347W","6","5","224.19","1.785452125036E-07","2.00024301062942","Condition 1","Condition 2","MRP1 SGDID:S000002755, Chr IV from 1169178-1170143, Genome Release 64-1-1, Verified ORF, """"Mitochondrial ribosomal protein of the small subunit; MRP1 exhibits genetic interactions with PET122, encoding a COX3-specific translational activator, and wit","369705.172497016","378724.216922541","337704.009630421","383831.207528047","355564.314800351","196730.863379844","195987.939633408","163339.688174457","180534.552371721","176060.524870705","429180.562349846","446399.832690004","438935.323120833","465976.397473945","487952.923296642","170067.662842076","164120.250278502","163339.688174457","142517.940508111","177911.748390391","2","2","1","1","0","2","0","1","4","0",
"YLR259C","38","26","2506.13","2.74656918208827E-07","2.10483947748281","Condition 1","Condition 2","HSP60 SGDID:S000004249, Chr XII from 665002-663284, Genome Release 64-1-1, reverse complement, Verified ORF, """"Tetradecameric mitochondrial chaperonin required for ATP-dependent folding of precursor polypeptides and complex assembly; prevents aggrega","42045215.6055631","40211211.7838949","42411854.1348679","41547680.0981043","49623649.5064834","21182977.337599","22687844.3828741","19522343.1302961","19727697.0166465","19423590.3047934","48809133.9264714","47396700.3178577","55125377.1585805","50439458.5844088","68100210.9419576","18312019.710331","18998795.0552561","19522343.1302961","15573477.2809112","19627823.5208161","10","13","13","9","11","4","6","10","9","14",
"YKL140W","4","2","25.82","9.88224883591293E-07","11.7327630875504","Condition 2","Condition 1","TGL1 SGDID:S000001623, Chr XI from 180779-182425, Genome Release 64-1-1, Verified ORF, """"Steryl ester hydrolase, one of three gene products (Yeh1p, Yeh2p, Tgl1p) responsible for steryl ester hydrolase activity and involved in sterol homeostasis; loca","11737.536888339","8023.77145569709","10725.3973986072","10467.300137475","16100.1592982045","117650.27927899","100235.280294466","118488.352166149","107490.414681124","225538.676774502","13625.7836164845","9457.56852960524","13940.4793502721","12707.4472155387","22094.7926101968","101704.977480139","83936.997957294","118488.352166149","84855.2940335438","227910.148195199","1","0","0","0","0","2","1","0","0","0",
"YNR037C","4","1","54.07","3.08346546717964E-06","3.01189737679363","Condition 1","Condition 2","RSM19 SGDID:S000005320, Chr XIV from 695327-695052, Genome Release 64-1-1, reverse complement, Verified ORF, """"Mitochondrial ribosomal protein of the small subunit, has similarity to E. coli S19 ribosomal protein""""","91571.8694509048","101250.671969748","80893.9388012345","108255.003242733","78837.5527378982","25647.5114715394","35961.294446685","24988.8487515727","33048.4567542923","33350.1492563062","106303.263654455","119343.524938333","105142.983659256","131423.071991594","108191.43744954","22171.4694824388","30113.9787273054","24988.8487515727","26089.1775658281","33700.8160553155","0","0","0","0","1","0","0","0","0","0",
"YDR194C","6","4","153.12","3.71709376556506E-06","2.85501347704803","Condition 1","Condition 2","MSS116 SGDID:S000002602, Chr IV from 847946-845952, Genome Release 64-1-1, reverse complement, Verified ORF, """"DEAD-box protein required for efficient splicing of mitochondrial Group I and II introns; non-polar RNA helicase that also facilities stran","109747.758624276","129060.681163301","98499.7289162622","111408.042367075","106906.838010654","46132.2739149151","37855.4718572796","29853.1294591497","34635.5177800903","46136.7160153076","127403.153287995","152123.006409011","128026.345871611","135250.905120947","146711.866057172","39879.9043094319","31700.1624041181","29853.1294591497","27342.0383943287","46621.8297219226","1","3","1","1","1","0","1","1","0","0",
"YKR006C","4","1","46.41","5.92808394928035E-06","2.14564924900265","Condition 1","Condition 2","MRPL13 SGDID:S000001714, Chr XI from 451217-450423, Genome Release 64-1-1, reverse complement, Verified ORF, """"Mitochondrial ribosomal protein of the large subunit, not essential for mitochondrial translation""""","55082.367143506","52397.9558650308","47314.2198899134","54947.0212534316","60190.0823078137","30941.4541766802","26429.3351441047","23651.4583445838","22040.3416868568","22741.5916364271","63943.6044309101","61761.138280291","61497.292905457","66706.4441698046","82600.8837024445","26747.9169580178","22131.9184571167","23651.4583445838","17399.1297734424","22980.7126395217","0","0","1","0","1","1","0","0","0","0",
